term,count,topic1,topic2,topic3,source1,source1_count,source2,source2_count,source3,source3_count,source4,source4_count,source5,source5_count,source6,source6_count
rating region,1,,,,California Health and Human Services Open Data Portal,1,,,,,,,,,,
ratings,1,,,,California Health and Human Services Open Data Portal,1,,,,,,,,,,
RCA,1,,,,California Health and Human Services Open Data Portal,1,,,,,,,,,,
rcfe,1,,,,California Health and Human Services Open Data Portal,1,,,,,,,,,,
readmission,1,,,,California Health and Human Services Open Data Portal,1,,,,,,,,,,
recommendations,1,,,,California Health and Human Services Open Data Portal,1,,,,,,,,,,
recovery,1,,,,California Health and Human Services Open Data Portal,1,,,,,,,,,,
rectal neoplasms,1,,,,California Health and Human Services Open Data Portal,1,,,,,,,,,,
rectal surgery,1,,,,California Health and Human Services Open Data Portal,1,,,,,,,,,,
rectum,1,,,,California Health and Human Services Open Data Portal,1,,,,,,,,,,
Refugee Cash Assistance,1,,,,California Health and Human Services Open Data Portal,1,,,,,,,,,,
registered nurses,1,,,,California Health and Human Services Open Data Portal,1,,,,,,,,,,
rehab,1,,,,California Health and Human Services Open Data Portal,1,,,,,,,,,,
reimbursement,1,,,,California Health and Human Services Open Data Portal,1,,,,,,,,,,
reinstatement,1,,,,California Health and Human Services Open Data Portal,1,,,,,,,,,,
relapsing fever,1,,,,California Health and Human Services Open Data Portal,1,,,,,,,,,,
renewals,1,,,,California Health and Human Services Open Data Portal,1,,,,,,,,,,
Renewals,1,,,,California Health and Human Services Open Data Portal,1,,,,,,,,,,
repeat births,1,,,,California Health and Human Services Open Data Portal,1,,,,,,,,,,
report card,1,,,,California Health and Human Services Open Data Portal,1,,,,,,,,,,
reproductive health,1,,,,California Health and Human Services Open Data Portal,1,,,,,,,,,,
researchers,1,,,,California Health and Human Services Open Data Portal,1,,,,,,,,,,
research projects,1,,,,California Health and Human Services Open Data Portal,1,,,,,,,,,,
residential care,1,,,,California Health and Human Services Open Data Portal,1,,,,,,,,,,
residential care facility for the elderly,1,,,,California Health and Human Services Open Data Portal,1,,,,,,,,,,
residential overcrowding,1,,,,California Health and Human Services Open Data Portal,1,,,,,,,,,,
residential utility bill assistance,1,,,,California Health and Human Services Open Data Portal,1,,,,,,,,,,
retail,1,,,,California Health and Human Services Open Data Portal,1,,,,,,,,,,
retail availability,1,,,,California Health and Human Services Open Data Portal,1,,,,,,,,,,
retailer violation,1,,,,California Health and Human Services Open Data Portal,1,,,,,,,,,,
retained surgical item,1,,,,California Health and Human Services Open Data Portal,1,,,,,,,,,,
retirement,1,,,,California Health and Human Services Open Data Portal,1,,,,,,,,,,
review,1,,,,California Health and Human Services Open Data Portal,1,,,,,,,,,,
risk rating,1,,,,California Health and Human Services Open Data Portal,1,,,,,,,,,,
road traffic injuries,1,,,,California Health and Human Services Open Data Portal,1,,,,,,,,,,
robbery,1,,,,California Health and Human Services Open Data Portal,1,,,,,,,,,,
roux-en-y gastric bypass,1,,,,California Health and Human Services Open Data Portal,1,,,,,,,,,,
rubella,1,,,,California Health and Human Services Open Data Portal,1,,,,,,,,,,
rygb,1,,,,California Health and Human Services Open Data Portal,1,,,,,,,,,,
safe births,1,,,,California Health and Human Services Open Data Portal,1,,,,,,,,,,
salmonellosis,1,,,,California Health and Human Services Open Data Portal,1,,,,,,,,,,
S and I,1,,,,California Health and Human Services Open Data Portal,1,,,,,,,,,,
saws,1,,,,California Health and Human Services Open Data Portal,1,,,,,,,,,,
sb 1661 extension,1,,,,California Health and Human Services Open Data Portal,1,,,,,,,,,,
sb 1953,1,,,,California Health and Human Services Open Data Portal,1,,,,,,,,,,
sb 2006 extension,1,,,,California Health and Human Services Open Data Portal,1,,,,,,,,,,
sb 306 extension,1,,,,California Health and Human Services Open Data Portal,1,,,,,,,,,,
sb 499 extension,1,,,,California Health and Human Services Open Data Portal,1,,,,,,,,,,
sb 608 extension,1,,,,California Health and Human Services Open Data Portal,1,,,,,,,,,,
sb 90 extension,1,,,,California Health and Human Services Open Data Portal,1,,,,,,,,,,
scholarship,1,,,,California Health and Human Services Open Data Portal,1,,,,,,,,,,
scholarships,1,,,,California Health and Human Services Open Data Portal,1,,,,,,,,,,
school age,1,education,,,California Health and Human Services Open Data Portal,1,,,,,,,,,,
school of attendance,1,education,,,California Health and Human Services Open Data Portal,1,,,,,,,,,,
scombroid fish poisoning,1,,,,California Health and Human Services Open Data Portal,1,,,,,,,,,,
SEA,1,,,,California Health and Human Services Open Data Portal,1,,,,,,,,,,
seismic compliance,1,,,,California Health and Human Services Open Data Portal,1,,,,,,,,,,
self-pay,1,,,,California Health and Human Services Open Data Portal,1,,,,,,,,,,
senior,1,,,,California Health and Human Services Open Data Portal,1,,,,,,,,,,
senior services,1,,,,California Health and Human Services Open Data Portal,1,,,,,,,,,,
serious psychological distress,1,,,,California Health and Human Services Open Data Portal,1,,,,,,,,,,
Service Center Representative SCR,1,,,,California Health and Human Services Open Data Portal,1,,,,,,,,,,
severe overcrowding,1,,,,California Health and Human Services Open Data Portal,1,,,,,,,,,,
sexual assualt,1,,,,California Health and Human Services Open Data Portal,1,,,,,,,,,,
sexually transmitted diseases,1,,,,California Health and Human Services Open Data Portal,1,,,,,,,,,,
sexually transmitted infections,1,,,,California Health and Human Services Open Data Portal,1,,,,,,,,,,
shiga toxin,1,,,,California Health and Human Services Open Data Portal,1,,,,,,,,,,
shigellosis,1,,,,California Health and Human Services Open Data Portal,1,,,,,,,,,,
Sign Language,1,,,,California Health and Human Services Open Data Portal,1,,,,,,,,,,
Silver70,1,,,,California Health and Human Services Open Data Portal,1,,,,,,,,,,
Silver 73,1,,,,California Health and Human Services Open Data Portal,1,,,,,,,,,,
Silver 87,1,,,,California Health and Human Services Open Data Portal,1,,,,,,,,,,
Silver94,1,,,,California Health and Human Services Open Data Portal,1,,,,,,,,,,
small bowel surgery,1,,,,California Health and Human Services Open Data Portal,1,,,,,,,,,,
SMSH,1,,,,California Health and Human Services Open Data Portal,1,,,,,,,,,,
SNAP,1,,,,California Health and Human Services Open Data Portal,1,,,,,,,,,,
snf,1,,,,California Health and Human Services Open Data Portal,1,,,,,,,,,,
SNF,1,,,,California Health and Human Services Open Data Portal,1,,,,,,,,,,
social determinates of health,1,,,,California Health and Human Services Open Data Portal,1,,,,,,,,,,
Socrata,1,,,,California Health and Human Services Open Data Portal,1,,,,,,,,,,
soda,1,,,,California Health and Human Services Open Data Portal,1,,,,,,,,,,
source of admission,1,,,,California Health and Human Services Open Data Portal,1,,,,,,,,,,
spine,1,,,,California Health and Human Services Open Data Portal,1,,,,,,,,,,
splenectomy,1,,,,California Health and Human Services Open Data Portal,1,,,,,,,,,,
Spoken,1,,,,California Health and Human Services Open Data Portal,1,,,,,,,,,,
spotted fever rickettsiosis,1,,,,California Health and Human Services Open Data Portal,1,,,,,,,,,,
ssb,1,,,,California Health and Human Services Open Data Portal,1,,,,,,,,,,
ssi,1,,,,California Health and Human Services Open Data Portal,1,,,,,,,,,,
Staff physical assault,1,,,,California Health and Human Services Open Data Portal,1,,,,,,,,,,
STAKE Act,1,,,,California Health and Human Services Open Data Portal,1,,,,,,,,,,
staphylococcus aureus,1,,,,California Health and Human Services Open Data Portal,1,,,,,,,,,,
staphylococcus aureus infection,1,,,,California Health and Human Services Open Data Portal,1,,,,,,,,,,
state exclusions list,1,,,,California Health and Human Services Open Data Portal,1,,,,,,,,,,
statewide automated welfare systems,1,,,,California Health and Human Services Open Data Portal,1,,,,,,,,,,
Steralization,1,,,,California Health and Human Services Open Data Portal,1,,,,,,,,,,
steven m. thompson physician corps,1,,,,California Health and Human Services Open Data Portal,1,,,,,,,,,,
stlrp,1,,,,California Health and Human Services Open Data Portal,1,,,,,,,,,,
stomach,1,,,,California Health and Human Services Open Data Portal,1,,,,,,,,,,
stomach stapling,1,,,,California Health and Human Services Open Data Portal,1,,,,,,,,,,
streptococcal infection,1,,,,California Health and Human Services Open Data Portal,1,,,,,,,,,,
stroke,1,,,,California Health and Human Services Open Data Portal,1,,,,,,,,,,
subsidy,1,,,,California Health and Human Services Open Data Portal,1,,,,,,,,,,
substantiations,1,,,,California Health and Human Services Open Data Portal,1,,,,,,,,,,
sugar,1,,,,California Health and Human Services Open Data Portal,1,,,,,,,,,,
sugar-sweetened,1,,,,California Health and Human Services Open Data Portal,1,,,,,,,,,,
surgeon quality,1,,,,California Health and Human Services Open Data Portal,1,,,,,,,,,,
surgery,1,,,,California Health and Human Services Open Data Portal,1,,,,,,,,,,
surgical,1,,,,California Health and Human Services Open Data Portal,1,,,,,,,,,,
surgical procedure,1,,,,California Health and Human Services Open Data Portal,1,,,,,,,,,,
surgical site infections,1,,,,California Health and Human Services Open Data Portal,1,,,,,,,,,,
susidy,1,,,,California Health and Human Services Open Data Portal,1,,,,,,,,,,
suspended,1,,,,California Health and Human Services Open Data Portal,1,,,,,,,,,,
suspense,1,,,,California Health and Human Services Open Data Portal,1,,,,,,,,,,
Synar Ammendment,1,,,,California Health and Human Services Open Data Portal,1,,,,,,,,,,
taeniasis,1,,,,California Health and Human Services Open Data Portal,1,,,,,,,,,,
tb,1,,,,California Health and Human Services Open Data Portal,1,,,,,,,,,,
tdap,1,,,,California Health and Human Services Open Data Portal,1,,,,,,,,,,
technologist,1,,,,California Health and Human Services Open Data Portal,1,,,,,,,,,,
teen,1,,,,California Health and Human Services Open Data Portal,1,,,,,,,,,,
teen moms,1,,,,California Health and Human Services Open Data Portal,1,,,,,,,,,,
teen mother,1,,,,California Health and Human Services Open Data Portal,1,,,,,,,,,,
teens,1,,,,California Health and Human Services Open Data Portal,1,,,,,,,,,,
tetanus,1,,,,California Health and Human Services Open Data Portal,1,,,,,,,,,,
Thai,1,,,,California Health and Human Services Open Data Portal,1,,,,,,,,,,
thoracic surgery,1,,,,California Health and Human Services Open Data Portal,1,,,,,,,,,,
tobacco use,1,,,,California Health and Human Services Open Data Portal,1,,,,,,,,,,
total construction cost,1,,,,California Health and Human Services Open Data Portal,1,,,,,,,,,,
Total Enrollment,1,,,,California Health and Human Services Open Data Portal,1,,,,,,,,,,
toxic shock syndrome,1,,,,California Health and Human Services Open Data Portal,1,,,,,,,,,,
tracking indicator,1,,,,California Health and Human Services Open Data Portal,1,,,,,,,,,,
Tract ID,1,,,,California Health and Human Services Open Data Portal,1,,,,,,,,,,
Traditional Chinese,1,,,,California Health and Human Services Open Data Portal,1,,,,,,,,,,
Traditional Chinese character,1,,,,California Health and Human Services Open Data Portal,1,,,,,,,,,,
transfusion reaction,1,,,,California Health and Human Services Open Data Portal,1,,,,,,,,,,
transgendered persons,1,demographics,,,California Health and Human Services Open Data Portal,1,,,,,,,,,,
transitioned,1,,,,California Health and Human Services Open Data Portal,1,,,,,,,,,,
transportation services,1,,,,California Health and Human Services Open Data Portal,1,,,,,,,,,,
traumatic brain injury,1,,,,California Health and Human Services Open Data Portal,1,,,,,,,,,,
treatment facilities,1,,,,California Health and Human Services Open Data Portal,1,,,,,,,,,,
treatment stations,1,,,,California Health and Human Services Open Data Portal,1,,,,,,,,,,
trichinosis,1,,,,California Health and Human Services Open Data Portal,1,,,,,,,,,,
tuberculosis,1,,,,California Health and Human Services Open Data Portal,1,,,,,,,,,,
tularemia,1,,,,California Health and Human Services Open Data Portal,1,,,,,,,,,,
Turkish,1,,,,California Health and Human Services Open Data Portal,1,,,,,,,,,,
typhoid fever,1,,,,California Health and Human Services Open Data Portal,1,,,,,,,,,,
typhus fever,1,,,,California Health and Human Services Open Data Portal,1,,,,,,,,,,
uncompensated care,1,,,,California Health and Human Services Open Data Portal,1,,,,,,,,,,
uncompensated care costs,1,,,,California Health and Human Services Open Data Portal,1,,,,,,,,,,
under construction,1,,,,California Health and Human Services Open Data Portal,1,,,,,,,,,,
underuse.,1,,,,California Health and Human Services Open Data Portal,1,,,,,,,,,,
under-used procedures,1,,,,California Health and Human Services Open Data Portal,1,,,,,,,,,,
unemployment,1,,,,California Health and Human Services Open Data Portal,1,,,,,,,,,,
uniform crime report,1,,,,California Health and Human Services Open Data Portal,1,,,,,,,,,,
university research,1,,,,California Health and Human Services Open Data Portal,1,,,,,,,,,,
unretrieved device fragment,1,,,,California Health and Human Services Open Data Portal,1,,,,,,,,,,
Utility Assistance,1,,,,California Health and Human Services Open Data Portal,1,,,,,,,,,,
Utilization 3 years,1,,,,California Health and Human Services Open Data Portal,1,,,,,,,,,,
utilization rates,1,,,,California Health and Human Services Open Data Portal,1,,,,,,,,,,
Utilizations 3 years,1,,,,California Health and Human Services Open Data Portal,1,,,,,,,,,,
vaccine preventable diseases,1,,,,California Health and Human Services Open Data Portal,1,,,,,,,,,,
vaginal birth after cesarean,1,,,,California Health and Human Services Open Data Portal,1,,,,,,,,,,
valid charges.,1,,,,California Health and Human Services Open Data Portal,1,,,,,,,,,,
vancomycin,1,,,,California Health and Human Services Open Data Portal,1,,,,,,,,,,
vaping,1,,,,California Health and Human Services Open Data Portal,1,,,,,,,,,,
vbac,1,,,,California Health and Human Services Open Data Portal,1,,,,,,,,,,
vegetable,1,,,,California Health and Human Services Open Data Portal,1,,,,,,,,,,
vehicle injuries,1,,,,California Health and Human Services Open Data Portal,1,,,,,,,,,,
vertical sleeve gastrectomy,1,,,,California Health and Human Services Open Data Portal,1,,,,,,,,,,
vibrio,1,,,,California Health and Human Services Open Data Portal,1,,,,,,,,,,
violence,1,,,,California Health and Human Services Open Data Portal,1,,,,,,,,,,
Violence,1,,,,California Health and Human Services Open Data Portal,1,,,,,,,,,,
violent crimes,1,,,,California Health and Human Services Open Data Portal,1,,,,,,,,,,
Vital Statistics,1,,,,California Health and Human Services Open Data Portal,1,,,,,,,,,,
vocational,1,,,,California Health and Human Services Open Data Portal,1,,,,,,,,,,
voluntary,1,,,,California Health and Human Services Open Data Portal,1,,,,,,,,,,
voter participation,1,,,,California Health and Human Services Open Data Portal,1,,,,,,,,,,
voter registration,1,,,,California Health and Human Services Open Data Portal,1,,,,,,,,,,
vsg,1,,,,California Health and Human Services Open Data Portal,1,,,,,,,,,,
walkable public transportation,1,,,,California Health and Human Services Open Data Portal,1,,,,,,,,,,
Weatherization,1,,,,California Health and Human Services Open Data Portal,1,,,,,,,,,,
weight loss,1,,,,California Health and Human Services Open Data Portal,1,,,,,,,,,,
weight loss surgery,1,,,,California Health and Human Services Open Data Portal,1,,,,,,,,,,
weight reduction,1,,,,California Health and Human Services Open Data Portal,1,,,,,,,,,,
Welfare-to-Work,1,,,,California Health and Human Services Open Data Portal,1,,,,,,,,,,
west nile virus,1,,,,California Health and Human Services Open Data Portal,1,,,,,,,,,,
wic,1,,,,California Health and Human Services Open Data Portal,1,,,,,,,,,,
wic authorized vendors,1,,,,California Health and Human Services Open Data Portal,1,,,,,,,,,,
wnv,1,,,,California Health and Human Services Open Data Portal,1,,,,,,,,,,
work from home,1,,,,California Health and Human Services Open Data Portal,1,,,,,,,,,,
xray,1,,,,California Health and Human Services Open Data Portal,1,,,,,,,,,,
x-ray,1,,,,California Health and Human Services Open Data Portal,1,,,,,,,,,,
x-ray technologist,1,,,,California Health and Human Services Open Data Portal,1,,,,,,,,,,
xray technologist,1,,,,California Health and Human Services Open Data Portal,1,,,,,,,,,,
xwalk,1,,,,California Health and Human Services Open Data Portal,1,,,,,,,,,,
year completed,1,,,,California Health and Human Services Open Data Portal,1,,,,,,,,,,
yersiniosis,1,,,,California Health and Human Services Open Data Portal,1,,,,,,,,,,
youth smoking,1,,,,California Health and Human Services Open Data Portal,1,,,,,,,,,,
03_Boundaries,1,,,,California Natural Resources Agency Data Portal,1,,,,,,,,,,
14,1,,,,California Natural Resources Agency Data Portal,1,,,,,,,,,,
19051987,1,,,,California Natural Resources Agency Data Portal,1,,,,,,,,,,
1937  present,1,,,,California Natural Resources Agency Data Portal,1,,,,,,,,,,
1foot contours,1,,,,California Natural Resources Agency Data Portal,1,,,,,,,,,,
1 MW and above,1,,,,California Natural Resources Agency Data Portal,1,,,,,,,,,,
20072012,1,,,,California Natural Resources Agency Data Portal,1,,,,,,,,,,
20142015,1,,,,California Natural Resources Agency Data Portal,1,,,,,,,,,,
20180117,1,,,,California Natural Resources Agency Data Portal,1,,,,,,,,,,
24k Quad,1,,,,California Natural Resources Agency Data Portal,1,,,,,,,,,,
34,1,,,,California Natural Resources Agency Data Portal,1,,,,,,,,,,
360,1,,,,California Natural Resources Agency Data Portal,1,,,,,,,,,,
aalge,1,,,,California Natural Resources Agency Data Portal,1,,,,,,,,,,
Abalone,1,,,,California Natural Resources Agency Data Portal,1,,,,,,,,,,
aberti,1,,,,California Natural Resources Agency Data Portal,1,,,,,,,,,,
Aberts,1,,,,California Natural Resources Agency Data Portal,1,,,,,,,,,,
Abies,1,,,,California Natural Resources Agency Data Portal,1,,,,,,,,,,
acacia,1,,,,California Natural Resources Agency Data Portal,1,,,,,,,,,,
acadicus,1,,,,California Natural Resources Agency Data Portal,1,,,,,,,,,,
Acidification,1,,,,California Natural Resources Agency Data Portal,1,,,,,,,,,,
Acipenser,1,,,,California Natural Resources Agency Data Portal,1,,,,,,,,,,
acorn,1,,,,California Natural Resources Agency Data Portal,1,,,,,,,,,,
Acorn,1,,,,California Natural Resources Agency Data Portal,1,,,,,,,,,,
Actinemys,1,,,,California Natural Resources Agency Data Portal,1,,,,,,,,,,
Action Plan,1,,,,California Natural Resources Agency Data Portal,1,,,,,,,,,,
Actitis,1,,,,California Natural Resources Agency Data Portal,1,,,,,,,,,,
aculeatus,1,health,,,California Natural Resources Agency Data Portal,1,,,,,,,,,,
acutipennis,1,health,,,California Natural Resources Agency Data Portal,1,,,,,,,,,,
adjudications,1,,,,California Natural Resources Agency Data Portal,1,,,,,,,,,,
ADS40,1,,,,California Natural Resources Agency Data Portal,1,,,,,,,,,,
aedon,1,,,,California Natural Resources Agency Data Portal,1,,,,,,,,,,
Aegolius,1,,,,California Natural Resources Agency Data Portal,1,,,,,,,,,,
aeneus,1,,,,California Natural Resources Agency Data Portal,1,,,,,,,,,,
Aeronautes,1,,,,California Natural Resources Agency Data Portal,1,,,,,,,,,,
AFDC,1,,,,California Natural Resources Agency Data Portal,1,,,,,,,,,,
affinis,1,,,,California Natural Resources Agency Data Portal,1,,,,,,,,,,
agassizii,1,,,,California Natural Resources Agency Data Portal,1,,,,,,,,,,
agents,1,,,,California Natural Resources Agency Data Portal,1,,,,,,,,,,
Agilaius,1,,,,California Natural Resources Agency Data Portal,1,,,,,,,,,,
Agile,1,,,,California Natural Resources Agency Data Portal,1,,,,,,,,,,
agilis,1,,,,California Natural Resources Agency Data Portal,1,,,,,,,,,,
agricultural,1,,food?,,California Natural Resources Agency Data Portal,1,,,,,,,,,,
Aimophila,1,,,,California Natural Resources Agency Data Portal,1,,,,,,,,,,
Ais,1,,,,California Natural Resources Agency Data Portal,1,,,,,,,,,,
Aix,1,,,,California Natural Resources Agency Data Portal,1,,,,,,,,,,
albeola,1,,,,California Natural Resources Agency Data Portal,1,,,,,,,,,,
albicaulisPinus,1,,,,California Natural Resources Agency Data Portal,1,,,,,,,,,,
albicollis,1,,,,California Natural Resources Agency Data Portal,1,,,,,,,,,,
albigula,1,,,,California Natural Resources Agency Data Portal,1,,,,,,,,,,
albipes,1,,,,California Natural Resources Agency Data Portal,1,,,,,,,,,,
albolarvatus,1,,,,California Natural Resources Agency Data Portal,1,,,,,,,,,,
albrfrons,1,,,,California Natural Resources Agency Data Portal,1,,,,,,,,,,
alcyon,1,,,,California Natural Resources Agency Data Portal,1,,,,,,,,,,
alderincense,1,,,,California Natural Resources Agency Data Portal,1,,,,,,,,,,
Aleutian,1,,,,California Natural Resources Agency Data Portal,1,,,,,,,,,,
aleuticus,1,,,,California Natural Resources Agency Data Portal,1,,,,,,,,,,
alexandri,1,,,,California Natural Resources Agency Data Portal,1,,,,,,,,,,
alfalfa,1,,,,California Natural Resources Agency Data Portal,1,,,,,,,,,,
Algae,1,,,,California Natural Resources Agency Data Portal,1,,,,,,,,,,
Allens,1,,,,California Natural Resources Agency Data Portal,1,,,,,,,,,,
Alliance,1,,,,California Natural Resources Agency Data Portal,1,,,,,,,,,,
alpestris,1,,,,California Natural Resources Agency Data Portal,1,,,,,,,,,,
alpina,1,,,,California Natural Resources Agency Data Portal,1,,,,,,,,,,
Alpine,1,,,,California Natural Resources Agency Data Portal,1,,,,,,,,,,
alpinus,1,,,,California Natural Resources Agency Data Portal,1,,,,,,,,,,
altasierrae,1,,,,California Natural Resources Agency Data Portal,1,,,,,,,,,,
Alternative Fuel Infrastructure,1,,,,California Natural Resources Agency Data Portal,1,,,,,,,,,,
Alternative Fuel Station Lcator,1,,,,California Natural Resources Agency Data Portal,1,,,,,,,,,,
alticolus,1,,,,California Natural Resources Agency Data Portal,1,,,,,,,,,,
Amercian,1,demographics,,,California Natural Resources Agency Data Portal,1,,,,,,,,,,
americanaSialia,1,,,,California Natural Resources Agency Data Portal,1,,,,,,,,,,
American River,1,,water,,California Natural Resources Agency Data Portal,1,,,,,,,,,,
americanusDendragapus,1,,,,California Natural Resources Agency Data Portal,1,,,,,,,,,,
Ammodramus,1,,,,California Natural Resources Agency Data Portal,1,,,,,,,,,,
Ammotragus,1,,,,California Natural Resources Agency Data Portal,1,,,,,,,,,,
amoena,1,,,,California Natural Resources Agency Data Portal,1,,,,,,,,,,
amoenus,1,,,,California Natural Resources Agency Data Portal,1,,,,,,,,,,
Amphispiza,1,,,,California Natural Resources Agency Data Portal,1,,,,,,,,,,
Ancient,1,,,,California Natural Resources Agency Data Portal,1,,,,,,,,,,
andor,1,,,,California Natural Resources Agency Data Portal,1,,,,,,,,,,
Aneides,1,,,,California Natural Resources Agency Data Portal,1,,,,,,,,,,
angustirostris,1,,,,California Natural Resources Agency Data Portal,1,,,,,,,,,,
anna,1,,,,California Natural Resources Agency Data Portal,1,,,,,,,,,,
Annas,1,,,,California Natural Resources Agency Data Portal,1,,,,,,,,,,
Anniella,1,,,,California Natural Resources Agency Data Portal,1,,,,,,,,,,
Anthus,1,,,,California Natural Resources Agency Data Portal,1,,,,,,,,,,
antillarum,1,,,,California Natural Resources Agency Data Portal,1,,,,,,,,,,
antiquus,1,,,,California Natural Resources Agency Data Portal,1,,,,,,,,,,
Antrostomus,1,,,,California Natural Resources Agency Data Portal,1,,,,,,,,,,
Antrozous,1,,,,California Natural Resources Agency Data Portal,1,,,,,,,,,,
Apalone,1,,,,California Natural Resources Agency Data Portal,1,,,,,,,,,,
Aplodontia,1,,,,California Natural Resources Agency Data Portal,1,,,,,,,,,,
applied water,1,,,,California Natural Resources Agency Data Portal,1,,,,,,,,,,
Aquila,1,,,,California Natural Resources Agency Data Portal,1,,,,,,,,,,
Arboreal,1,,,,California Natural Resources Agency Data Portal,1,,,,,,,,,,
Archilochus,1,,,,California Natural Resources Agency Data Portal,1,,,,,,,,,,
arcticus,1,,,,California Natural Resources Agency Data Portal,1,,,,,,,,,,
Arctocephalus,1,,,,California Natural Resources Agency Data Portal,1,,,,,,,,,,
are,1,,,,California Natural Resources Agency Data Portal,1,,,,,,,,,,
argentatus,1,,,,California Natural Resources Agency Data Portal,1,,,,,,,,,,
arid,1,,,,California Natural Resources Agency Data Portal,1,,,,,,,,,,
arizonae,1,,,,California Natural Resources Agency Data Portal,1,,,,,,,,,,
Aromatic,1,,,,California Natural Resources Agency Data Portal,1,,,,,,,,,,
arroyo,1,,,,California Natural Resources Agency Data Portal,1,,,,,,,,,,
Artemisiospiza,1,,,,California Natural Resources Agency Data Portal,1,,,,,,,,,,
arundo,1,,,,California Natural Resources Agency Data Portal,1,,,,,,,,,,
Ascaphus,1,,,,California Natural Resources Agency Data Portal,1,,,,,,,,,,
ash,1,,,,California Natural Resources Agency Data Portal,1,,,,,,,,,,
AshThroated,1,,,,California Natural Resources Agency Data Portal,1,,,,,,,,,,
Ashy,1,,,,California Natural Resources Agency Data Portal,1,,,,,,,,,,
asiatica,1,,,,California Natural Resources Agency Data Portal,1,,,,,,,,,,
asinus,1,,,,California Natural Resources Agency Data Portal,1,,,,,,,,,,
Ass,1,,,,California Natural Resources Agency Data Portal,1,,,,,,,,,,
astutus,1,,,,California Natural Resources Agency Data Portal,1,,,,,,,,,,
astutusSpilogale,1,,,,California Natural Resources Agency Data Portal,1,,,,,,,,,,
asupak,1,,,,California Natural Resources Agency Data Portal,1,,,,,,,,,,
Athene,1,,,,California Natural Resources Agency Data Portal,1,,,,,,,,,,
atratus,1,,,,California Natural Resources Agency Data Portal,1,,,,,,,,,,
atricapilla,1,,,,California Natural Resources Agency Data Portal,1,,,,,,,,,,
atricapillus,1,,,,California Natural Resources Agency Data Portal,1,,,,,,,,,,
atrogularis,1,,,,California Natural Resources Agency Data Portal,1,,,,,,,,,,
atrovirensSebastes,1,,,,California Natural Resources Agency Data Portal,1,,,,,,,,,,
atrox,1,,,,California Natural Resources Agency Data Portal,1,,,,,,,,,,
attenuatus,1,,,,California Natural Resources Agency Data Portal,1,,,,,,,,,,
attribute,1,,,,California Natural Resources Agency Data Portal,1,,,,,,,,,,
audubonii,1,,,,California Natural Resources Agency Data Portal,1,,,,,,,,,,
Audubons,1,,,,California Natural Resources Agency Data Portal,1,,,,,,,,,,
aura,1,,,,California Natural Resources Agency Data Portal,1,,,,,,,,,,
auratus,1,,,,California Natural Resources Agency Data Portal,1,,,,,,,,,,
auratusGlaucomys,1,,,,California Natural Resources Agency Data Portal,1,,,,,,,,,,
Auriparus,1,,,,California Natural Resources Agency Data Portal,1,,,,,,,,,,
aurora,1,,,,California Natural Resources Agency Data Portal,1,,,,,,,,,,
avian,1,,,,California Natural Resources Agency Data Portal,1,,,,,,,,,,
Avocet,1,,,,California Natural Resources Agency Data Portal,1,,,,,,,,,,
axis,1,,,,California Natural Resources Agency Data Portal,1,,,,,,,,,,
Axis,1,,,,California Natural Resources Agency Data Portal,1,,,,,,,,,,
bachmaniNeotoma,1,,,,California Natural Resources Agency Data Portal,1,,,,,,,,,,
Badger,1,,,,California Natural Resources Agency Data Portal,1,,,,,,,,,,
Baha,1,,,,California Natural Resources Agency Data Portal,1,,,,,,,,,,
bahiifoliaSylvilagus,1,,,,California Natural Resources Agency Data Portal,1,,,,,,,,,,
Baileys,1,,,,California Natural Resources Agency Data Portal,1,,,,,,,,,,
bairdii,1,,,,California Natural Resources Agency Data Portal,1,,,,,,,,,,
Bairds,1,,,,California Natural Resources Agency Data Portal,1,,,,,,,,,,
bald,1,,,,California Natural Resources Agency Data Portal,1,,,,,,,,,,
BANC,1,,,,California Natural Resources Agency Data Portal,1,,,,,,,,,,
Bank,1,,,,California Natural Resources Agency Data Portal,1,,,,,,,,,,
Bar,1,,,,California Natural Resources Agency Data Portal,1,,,,,,,,,,
Barbary,1,,,,California Natural Resources Agency Data Portal,1,,,,,,,,,,
Barred,1,,,,California Natural Resources Agency Data Portal,1,,,,,,,,,,
Barrows,1,,,,California Natural Resources Agency Data Portal,1,,,,,,,,,,
basal,1,,,,California Natural Resources Agency Data Portal,1,,,,,,,,,,
base,1,,,,California Natural Resources Agency Data Portal,1,,,,,,,,,,
bass,1,,,,California Natural Resources Agency Data Portal,1,,,,,,,,,,
Bassariscus,1,,,,California Natural Resources Agency Data Portal,1,,,,,,,,,,
BathymetryTopography,1,,,,California Natural Resources Agency Data Portal,1,,,,,,,,,,
BatVernal,1,,,,California Natural Resources Agency Data Portal,1,,,,,,,,,,
Bay Area,1,,,,California Natural Resources Agency Data Portal,1,,,,,,,,,,
beach,1,,,,California Natural Resources Agency Data Portal,1,,,,,,,,,,
Beaches,1,,,,California Natural Resources Agency Data Portal,1,,,,,,,,,,
bear,1,,,,California Natural Resources Agency Data Portal,1,,,,,,,,,,
bearDusky,1,,,,California Natural Resources Agency Data Portal,1,,,,,,,,,,
beecheyi,1,,,,California Natural Resources Agency Data Portal,1,,,,,,,,,,
