term,count,topic1,topic2,topic3,source1,source1_count,source2,source2_count,source3,source3_count,source4,source4_count,source5,source5_count,source6,source6_count
Spoken Language,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22Spoken+Language%22"", ""2"")",,,,"=HYPERLINK(""https://data.chhs.ca.gov/"", ""California Health and Human Services Open Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Health+and+Human+Services+Open+Data+Portal%22+AND+tags%3A%22Spoken+Language%22"", ""2"")",,,,,,,,,,
standby,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22standby%22"", ""2"")",,,,"=HYPERLINK(""https://data.chhs.ca.gov/"", ""California Health and Human Services Open Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Health+and+Human+Services+Open+Data+Portal%22+AND+tags%3A%22standby%22"", ""2"")",,,,,,,,,,
state hospitals,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22state+hospitals%22"", ""2"")",health,,,"=HYPERLINK(""https://data.chhs.ca.gov/"", ""California Health and Human Services Open Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Health+and+Human+Services+Open+Data+Portal%22+AND+tags%3A%22state+hospitals%22"", ""2"")",,,,,,,,,,
subarachnoid stroke,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22subarachnoid+stroke%22"", ""2"")",health,,,"=HYPERLINK(""https://data.chhs.ca.gov/"", ""California Health and Human Services Open Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Health+and+Human+Services+Open+Data+Portal%22+AND+tags%3A%22subarachnoid+stroke%22"", ""2"")",,,,,,,,,,
support,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22support%22"", ""2"")",,,,"=HYPERLINK(""https://data.chhs.ca.gov/"", ""California Health and Human Services Open Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Health+and+Human+Services+Open+Data+Portal%22+AND+tags%3A%22support%22"", ""2"")",,,,,,,,,,
teen births,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22teen+births%22"", ""2"")",health,demographics,,"=HYPERLINK(""https://data.chhs.ca.gov/"", ""California Health and Human Services Open Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Health+and+Human+Services+Open+Data+Portal%22+AND+tags%3A%22teen+births%22"", ""2"")",,,,,,,,,,
theraputic care,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22theraputic+care%22"", ""2"")",health,,,"=HYPERLINK(""https://data.chhs.ca.gov/"", ""California Health and Human Services Open Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Health+and+Human+Services+Open+Data+Portal%22+AND+tags%3A%22theraputic+care%22"", ""2"")",,,,,,,,,,
Tier 1,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22Tier+1%22"", ""2"")",,,,"=HYPERLINK(""https://data.chhs.ca.gov/"", ""California Health and Human Services Open Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Health+and+Human+Services+Open+Data+Portal%22+AND+tags%3A%22Tier+1%22"", ""2"")",,,,,,,,,,
Tier 2,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22Tier+2%22"", ""2"")",,,,"=HYPERLINK(""https://data.chhs.ca.gov/"", ""California Health and Human Services Open Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Health+and+Human+Services+Open+Data+Portal%22+AND+tags%3A%22Tier+2%22"", ""2"")",,,,,,,,,,
Tier 3,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22Tier+3%22"", ""2"")",,,,"=HYPERLINK(""https://data.chhs.ca.gov/"", ""California Health and Human Services Open Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Health+and+Human+Services+Open+Data+Portal%22+AND+tags%3A%22Tier+3%22"", ""2"")",,,,,,,,,,
Top 25,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22Top+25%22"", ""2"")",,,,"=HYPERLINK(""https://data.chhs.ca.gov/"", ""California Health and Human Services Open Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Health+and+Human+Services+Open+Data+Portal%22+AND+tags%3A%22Top+25%22"", ""2"")",,,,,,,,,,
trauma,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22trauma%22"", ""2"")",health,,,"=HYPERLINK(""https://data.chhs.ca.gov/"", ""California Health and Human Services Open Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Health+and+Human+Services+Open+Data+Portal%22+AND+tags%3A%22trauma%22"", ""2"")",,,,,,,,,,
Tubal Ligation,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22Tubal+Ligation%22"", ""2"")",health,,,"=HYPERLINK(""https://data.chhs.ca.gov/"", ""California Health and Human Services Open Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Health+and+Human+Services+Open+Data+Portal%22+AND+tags%3A%22Tubal+Ligation%22"", ""2"")",,,,,,,,,,
unsubsidized,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22unsubsidized%22"", ""2"")",,,,"=HYPERLINK(""https://data.chhs.ca.gov/"", ""California Health and Human Services Open Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Health+and+Human+Services+Open+Data+Portal%22+AND+tags%3A%22unsubsidized%22"", ""2"")",,,,,,,,,,
urinary tract infection,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22urinary+tract+infection%22"", ""2"")",health,,,"=HYPERLINK(""https://data.chhs.ca.gov/"", ""California Health and Human Services Open Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Health+and+Human+Services+Open+Data+Portal%22+AND+tags%3A%22urinary+tract+infection%22"", ""2"")",,,,,,,,,,
Usual Source,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22Usual+Source%22"", ""2"")",,,,"=HYPERLINK(""https://data.chhs.ca.gov/"", ""California Health and Human Services Open Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Health+and+Human+Services+Open+Data+Portal%22+AND+tags%3A%22Usual+Source%22"", ""2"")",,,,,,,,,,
uti,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22uti%22"", ""2"")",,,,"=HYPERLINK(""https://data.chhs.ca.gov/"", ""California Health and Human Services Open Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Health+and+Human+Services+Open+Data+Portal%22+AND+tags%3A%22uti%22"", ""2"")",,,,,,,,,,
Utilization 1 year,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22Utilization+1+year%22"", ""2"")",,,,"=HYPERLINK(""https://data.chhs.ca.gov/"", ""California Health and Human Services Open Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Health+and+Human+Services+Open+Data+Portal%22+AND+tags%3A%22Utilization+1+year%22"", ""2"")",,,,,,,,,,
Utilization 2 years,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22Utilization+2+years%22"", ""2"")",,,,"=HYPERLINK(""https://data.chhs.ca.gov/"", ""California Health and Human Services Open Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Health+and+Human+Services+Open+Data+Portal%22+AND+tags%3A%22Utilization+2+years%22"", ""2"")",,,,,,,,,,
vape,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22vape%22"", ""2"")",,,,"=HYPERLINK(""https://data.chhs.ca.gov/"", ""California Health and Human Services Open Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Health+and+Human+Services+Open+Data+Portal%22+AND+tags%3A%22vape%22"", ""2"")",,,,,,,,,,
vape pens,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22vape+pens%22"", ""2"")",,,,"=HYPERLINK(""https://data.chhs.ca.gov/"", ""California Health and Human Services Open Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Health+and+Human+Services+Open+Data+Portal%22+AND+tags%3A%22vape+pens%22"", ""2"")",,,,,,,,,,
very preterm births,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22very+preterm+births%22"", ""2"")",,,,"=HYPERLINK(""https://data.chhs.ca.gov/"", ""California Health and Human Services Open Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Health+and+Human+Services+Open+Data+Portal%22+AND+tags%3A%22very+preterm+births%22"", ""2"")",,,,,,,,,,
vital statistics,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22vital+statistics%22"", ""2"")",,,,"=HYPERLINK(""https://data.chhs.ca.gov/"", ""California Health and Human Services Open Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Health+and+Human+Services+Open+Data+Portal%22+AND+tags%3A%22vital+statistics%22"", ""2"")",,,,,,,,,,
volunteer,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22volunteer%22"", ""3"")",,,,"=HYPERLINK(""https://data.chhs.ca.gov/"", ""California Health and Human Services Open Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Health+and+Human+Services+Open+Data+Portal%22+AND+tags%3A%22volunteer%22"", ""2"")","=HYPERLINK(""http://geohub.lacity.org/data.json"", ""LA City Geo Hub"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22LA+City+Geo+Hub%22+AND+tags%3A%22volunteer%22"", ""1"")",,,,,,,,
walking,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22walking%22"", ""3"")",,,,"=HYPERLINK(""https://data.chhs.ca.gov/"", ""California Health and Human Services Open Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Health+and+Human+Services+Open+Data+Portal%22+AND+tags%3A%22walking%22"", ""2"")","=HYPERLINK(""https://data.cdc.gov"", ""Centers for Disease Control and Prevention Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22Centers+for+Disease+Control+and+Prevention+Data+Portal%22+AND+tags%3A%22walking%22"", ""1"")",,,,,,,,
weight,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22weight%22"", ""2"")",,,,"=HYPERLINK(""https://data.chhs.ca.gov/"", ""California Health and Human Services Open Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Health+and+Human+Services+Open+Data+Portal%22+AND+tags%3A%22weight%22"", ""2"")",,,,,,,,,,
welfare,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22welfare%22"", ""2"")",,,,"=HYPERLINK(""https://data.chhs.ca.gov/"", ""California Health and Human Services Open Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Health+and+Human+Services+Open+Data+Portal%22+AND+tags%3A%22welfare%22"", ""2"")",,,,,,,,,,
Written Language,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22Written+Language%22"", ""2"")",,,,"=HYPERLINK(""https://data.chhs.ca.gov/"", ""California Health and Human Services Open Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Health+and+Human+Services+Open+Data+Portal%22+AND+tags%3A%22Written+Language%22"", ""2"")",,,,,,,,,,
zip,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22zip%22"", ""2"")",,,,"=HYPERLINK(""https://data.chhs.ca.gov/"", ""California Health and Human Services Open Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Health+and+Human+Services+Open+Data+Portal%22+AND+tags%3A%22zip%22"", ""2"")",,,,,,,,,,
aggregate,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22aggregate%22"", ""2"")",,,,"=HYPERLINK(""https://data.cms.gov"", ""Centers for Medicare and Medicaid Services Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22Centers+for+Medicare+and+Medicaid+Services+Data+Portal%22+AND+tags%3A%22aggregate%22"", ""2"")",,,,,,,,,,
dfr,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22dfr%22"", ""2"")",,,,"=HYPERLINK(""https://data.cms.gov"", ""Centers for Medicare and Medicaid Services Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22Centers+for+Medicare+and+Medicaid+Services+Data+Portal%22+AND+tags%3A%22dfr%22"", ""2"")",,,,,,,,,,
esrd,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22esrd%22"", ""2"")",,,,"=HYPERLINK(""https://data.cms.gov"", ""Centers for Medicare and Medicaid Services Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22Centers+for+Medicare+and+Medicaid+Services+Data+Portal%22+AND+tags%3A%22esrd%22"", ""2"")",,,,,,,,,,
health-care,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22health-care%22"", ""2"")",,,,"=HYPERLINK(""https://data.cms.gov"", ""Centers for Medicare and Medicaid Services Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22Centers+for+Medicare+and+Medicaid+Services+Data+Portal%22+AND+tags%3A%22health-care%22"", ""2"")",,,,,,,,,,
other,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22other%22"", ""2"")",,,,"=HYPERLINK(""https://data.cms.gov"", ""Centers for Medicare and Medicaid Services Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22Centers+for+Medicare+and+Medicaid+Services+Data+Portal%22+AND+tags%3A%22other%22"", ""2"")",,,,,,,,,,
patient-safety,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22patient-safety%22"", ""2"")",,,,"=HYPERLINK(""https://data.cms.gov"", ""Centers for Medicare and Medicaid Services Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22Centers+for+Medicare+and+Medicaid+Services+Data+Portal%22+AND+tags%3A%22patient-safety%22"", ""2"")",,,,,,,,,,
14,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%2214%22"", ""2"")",,,,"=HYPERLINK(""https://data.cnra.ca.gov"", ""California Natural Resources Agency Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Natural+Resources+Agency+Data+Portal%22+AND+tags%3A%2214%22"", ""2"")",,,,,,,,,,
1993,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%221993%22"", ""2"")",,,,"=HYPERLINK(""https://data.cnra.ca.gov"", ""California Natural Resources Agency Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Natural+Resources+Agency+Data+Portal%22+AND+tags%3A%221993%22"", ""2"")",,,,,,,,,,
1994,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%221994%22"", ""2"")",,,,"=HYPERLINK(""https://data.cnra.ca.gov"", ""California Natural Resources Agency Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Natural+Resources+Agency+Data+Portal%22+AND+tags%3A%221994%22"", ""2"")",,,,,,,,,,
1995,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%221995%22"", ""2"")",,,,"=HYPERLINK(""https://data.cnra.ca.gov"", ""California Natural Resources Agency Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Natural+Resources+Agency+Data+Portal%22+AND+tags%3A%221995%22"", ""2"")",,,,,,,,,,
1996,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%221996%22"", ""2"")",,,,"=HYPERLINK(""https://data.cnra.ca.gov"", ""California Natural Resources Agency Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Natural+Resources+Agency+Data+Portal%22+AND+tags%3A%221996%22"", ""2"")",,,,,,,,,,
1997,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%221997%22"", ""2"")",,,,"=HYPERLINK(""https://data.cnra.ca.gov"", ""California Natural Resources Agency Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Natural+Resources+Agency+Data+Portal%22+AND+tags%3A%221997%22"", ""2"")",,,,,,,,,,
1998,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%221998%22"", ""2"")",,,,"=HYPERLINK(""https://data.cnra.ca.gov"", ""California Natural Resources Agency Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Natural+Resources+Agency+Data+Portal%22+AND+tags%3A%221998%22"", ""2"")",,,,,,,,,,
1999,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%221999%22"", ""2"")",,,,"=HYPERLINK(""https://data.cnra.ca.gov"", ""California Natural Resources Agency Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Natural+Resources+Agency+Data+Portal%22+AND+tags%3A%221999%22"", ""2"")",,,,,,,,,,
2000,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%222000%22"", ""2"")",,,,"=HYPERLINK(""https://data.cnra.ca.gov"", ""California Natural Resources Agency Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Natural+Resources+Agency+Data+Portal%22+AND+tags%3A%222000%22"", ""2"")",,,,,,,,,,
2001,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%222001%22"", ""2"")",,,,"=HYPERLINK(""https://data.cnra.ca.gov"", ""California Natural Resources Agency Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Natural+Resources+Agency+Data+Portal%22+AND+tags%3A%222001%22"", ""2"")",,,,,,,,,,
2003,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%222003%22"", ""2"")",,,,"=HYPERLINK(""https://data.cnra.ca.gov"", ""California Natural Resources Agency Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Natural+Resources+Agency+Data+Portal%22+AND+tags%3A%222003%22"", ""2"")",,,,,,,,,,
2004,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%222004%22"", ""2"")",,,,"=HYPERLINK(""https://data.cnra.ca.gov"", ""California Natural Resources Agency Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Natural+Resources+Agency+Data+Portal%22+AND+tags%3A%222004%22"", ""2"")",,,,,,,,,,
2005,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%222005%22"", ""2"")",,,,"=HYPERLINK(""https://data.cnra.ca.gov"", ""California Natural Resources Agency Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Natural+Resources+Agency+Data+Portal%22+AND+tags%3A%222005%22"", ""2"")",,,,,,,,,,
2006,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%222006%22"", ""2"")",,,,"=HYPERLINK(""https://data.cnra.ca.gov"", ""California Natural Resources Agency Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Natural+Resources+Agency+Data+Portal%22+AND+tags%3A%222006%22"", ""2"")",,,,,,,,,,
20142015,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%2220142015%22"", ""2"")",,,,"=HYPERLINK(""https://data.cnra.ca.gov"", ""California Natural Resources Agency Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Natural+Resources+Agency+Data+Portal%22+AND+tags%3A%2220142015%22"", ""2"")",,,,,,,,,,
34,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%2234%22"", ""2"")",,,,"=HYPERLINK(""https://data.cnra.ca.gov"", ""California Natural Resources Agency Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Natural+Resources+Agency+Data+Portal%22+AND+tags%3A%2234%22"", ""2"")",,,,,,,,,,
360,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22360%22"", ""2"")",,,,"=HYPERLINK(""https://data.cnra.ca.gov"", ""California Natural Resources Agency Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Natural+Resources+Agency+Data+Portal%22+AND+tags%3A%22360%22"", ""2"")",,,,,,,,,,
aalge,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22aalge%22"", ""2"")",,,,"=HYPERLINK(""https://data.cnra.ca.gov"", ""California Natural Resources Agency Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Natural+Resources+Agency+Data+Portal%22+AND+tags%3A%22aalge%22"", ""2"")",,,,,,,,,,
aberti,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22aberti%22"", ""2"")",,,,"=HYPERLINK(""https://data.cnra.ca.gov"", ""California Natural Resources Agency Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Natural+Resources+Agency+Data+Portal%22+AND+tags%3A%22aberti%22"", ""2"")",,,,,,,,,,
Aberts,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22Aberts%22"", ""2"")",,,,"=HYPERLINK(""https://data.cnra.ca.gov"", ""California Natural Resources Agency Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Natural+Resources+Agency+Data+Portal%22+AND+tags%3A%22Aberts%22"", ""2"")",,,,,,,,,,
Abies,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22Abies%22"", ""2"")",,,,"=HYPERLINK(""https://data.cnra.ca.gov"", ""California Natural Resources Agency Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Natural+Resources+Agency+Data+Portal%22+AND+tags%3A%22Abies%22"", ""2"")",,,,,,,,,,
acadicus,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22acadicus%22"", ""2"")",,,,"=HYPERLINK(""https://data.cnra.ca.gov"", ""California Natural Resources Agency Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Natural+Resources+Agency+Data+Portal%22+AND+tags%3A%22acadicus%22"", ""2"")",,,,,,,,,,
acorn,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22acorn%22"", ""2"")",,,,"=HYPERLINK(""https://data.cnra.ca.gov"", ""California Natural Resources Agency Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Natural+Resources+Agency+Data+Portal%22+AND+tags%3A%22acorn%22"", ""2"")",,,,,,,,,,
Acorn,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22Acorn%22"", ""2"")",,,,"=HYPERLINK(""https://data.cnra.ca.gov"", ""California Natural Resources Agency Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Natural+Resources+Agency+Data+Portal%22+AND+tags%3A%22Acorn%22"", ""2"")",,,,,,,,,,
Actinemys,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22Actinemys%22"", ""2"")",,,,"=HYPERLINK(""https://data.cnra.ca.gov"", ""California Natural Resources Agency Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Natural+Resources+Agency+Data+Portal%22+AND+tags%3A%22Actinemys%22"", ""2"")",,,,,,,,,,
Actitis,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22Actitis%22"", ""2"")",,,,"=HYPERLINK(""https://data.cnra.ca.gov"", ""California Natural Resources Agency Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Natural+Resources+Agency+Data+Portal%22+AND+tags%3A%22Actitis%22"", ""2"")",,,,,,,,,,
acutipennis,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22acutipennis%22"", ""2"")",health,,,"=HYPERLINK(""https://data.cnra.ca.gov"", ""California Natural Resources Agency Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Natural+Resources+Agency+Data+Portal%22+AND+tags%3A%22acutipennis%22"", ""2"")",,,,,,,,,,
aedon,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22aedon%22"", ""2"")",,,,"=HYPERLINK(""https://data.cnra.ca.gov"", ""California Natural Resources Agency Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Natural+Resources+Agency+Data+Portal%22+AND+tags%3A%22aedon%22"", ""2"")",,,,,,,,,,
