term,count,topic1,topic2,topic3,source1,source1_count,source2,source2_count,source3,source3_count,source4,source4_count,source5,source5_count,source6,source6_count
Auth_CDFW,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22Auth_CDFW%22"", ""2012"")",environment,,,"=HYPERLINK(""https://data.cnra.ca.gov"", ""California Natural Resources Agency Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Natural+Resources+Agency+Data+Portal%22+AND+tags%3A%22Auth_CDFW%22"", ""2012"")",,,,,,,,,,
sn,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22sn%22"", ""1605"")",,,,"=HYPERLINK(""https://data.cnra.ca.gov"", ""California Natural Resources Agency Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Natural+Resources+Agency+Data+Portal%22+AND+tags%3A%22sn%22"", ""1605"")",,,,,,,,,,
cn,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22cn%22"", ""1604"")",,,,"=HYPERLINK(""https://data.cnra.ca.gov"", ""California Natural Resources Agency Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Natural+Resources+Agency+Data+Portal%22+AND+tags%3A%22cn%22"", ""1604"")",,,,,,,,,,
natural,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22natural%22"", ""1537"")",environment,,,"=HYPERLINK(""https://data.cnra.ca.gov"", ""California Natural Resources Agency Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Natural+Resources+Agency+Data+Portal%22+AND+tags%3A%22natural%22"", ""1537"")",,,,,,,,,,
habitat,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22habitat%22"", ""1512"")",environment,,,"=HYPERLINK(""https://data.cnra.ca.gov"", ""California Natural Resources Agency Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Natural+Resources+Agency+Data+Portal%22+AND+tags%3A%22habitat%22"", ""1512"")",,,,,,,,,,
species,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22species%22"", ""1492"")",environment,,,"=HYPERLINK(""https://data.cnra.ca.gov"", ""California Natural Resources Agency Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Natural+Resources+Agency+Data+Portal%22+AND+tags%3A%22species%22"", ""1492"")",,,,,,,,,,
wildlife,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22wildlife%22"", ""1433"")",environment,,,"=HYPERLINK(""https://data.cnra.ca.gov"", ""California Natural Resources Agency Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Natural+Resources+Agency+Data+Portal%22+AND+tags%3A%22wildlife%22"", ""1433"")",,,,,,,,,,
resources,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22resources%22"", ""1402"")",,,,"=HYPERLINK(""https://data.cnra.ca.gov"", ""California Natural Resources Agency Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Natural+Resources+Agency+Data+Portal%22+AND+tags%3A%22resources%22"", ""1399"")","=HYPERLINK(""https://performance-lacity.data.socrata.com"", ""Performance LA"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22Performance+LA%22+AND+tags%3A%22resources%22"", ""1"")","=HYPERLINK(""https://data.chhs.ca.gov/"", ""California Health and Human Services Open Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Health+and+Human+Services+Open+Data+Portal%22+AND+tags%3A%22resources%22"", ""1"")","=HYPERLINK(""https://data.lacity.org"", ""Los Angeles Open Data"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22Los+Angeles+Open+Data%22+AND+tags%3A%22resources%22"", ""1"")",,,,
bird,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22bird%22"", ""868"")",environment,,,"=HYPERLINK(""https://data.cnra.ca.gov"", ""California Natural Resources Agency Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Natural+Resources+Agency+Data+Portal%22+AND+tags%3A%22bird%22"", ""868"")",,,,,,,,,,
birds,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22birds%22"", ""747"")",environment,,,"=HYPERLINK(""https://data.cnra.ca.gov"", ""California Natural Resources Agency Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Natural+Resources+Agency+Data+Portal%22+AND+tags%3A%22birds%22"", ""747"")",,,,,,,,,,
mammal,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22mammal%22"", ""498"")",environment,,,"=HYPERLINK(""https://data.cnra.ca.gov"", ""California Natural Resources Agency Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Natural+Resources+Agency+Data+Portal%22+AND+tags%3A%22mammal%22"", ""498"")",,,,,,,,,,
Los Angeles,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22Los+Angeles%22"", ""483"")",,,,"=HYPERLINK(""http://geohub.lacity.org/data.json"", ""LA City Geo Hub"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22LA+City+Geo+Hub%22+AND+tags%3A%22Los+Angeles%22"", ""481"")","=HYPERLINK(""http://gisdata-scag.opendata.arcgis.com/data.json"", ""SCAG GIS Open Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22SCAG+GIS+Open+Data+Portal%22+AND+tags%3A%22Los+Angeles%22"", ""1"")","=HYPERLINK(""https://data.cnra.ca.gov"", ""California Natural Resources Agency Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Natural+Resources+Agency+Data+Portal%22+AND+tags%3A%22Los+Angeles%22"", ""1"")",,,,,,
LA,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22LA%22"", ""477"")",,,,"=HYPERLINK(""http://geohub.lacity.org/data.json"", ""LA City Geo Hub"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22LA+City+Geo+Hub%22+AND+tags%3A%22LA%22"", ""477"")",,,,,,,,,,
County of LA,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22County+of+LA%22"", ""411"")",,,,"=HYPERLINK(""http://geohub.lacity.org/data.json"", ""LA City Geo Hub"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22LA+City+Geo+Hub%22+AND+tags%3A%22County+of+LA%22"", ""411"")",,,,,,,,,,
mammals,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22mammals%22"", ""369"")",environment,,,"=HYPERLINK(""https://data.cnra.ca.gov"", ""California Natural Resources Agency Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Natural+Resources+Agency+Data+Portal%22+AND+tags%3A%22mammals%22"", ""369"")",,,,,,,,,,
reptile,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22reptile%22"", ""329"")",environment,,,"=HYPERLINK(""https://data.cnra.ca.gov"", ""California Natural Resources Agency Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Natural+Resources+Agency+Data+Portal%22+AND+tags%3A%22reptile%22"", ""329"")",,,,,,,,,,
amphibian,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22amphibian%22"", ""268"")",environment,,,"=HYPERLINK(""https://data.cnra.ca.gov"", ""California Natural Resources Agency Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Natural+Resources+Agency+Data+Portal%22+AND+tags%3A%22amphibian%22"", ""268"")",,,,,,,,,,
environment,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22environment%22"", ""270"")",environment,,,"=HYPERLINK(""https://data.cnra.ca.gov"", ""California Natural Resources Agency Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Natural+Resources+Agency+Data+Portal%22+AND+tags%3A%22environment%22"", ""247"")","=HYPERLINK(""http://geohub.lacity.org/data.json"", ""LA City Geo Hub"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22LA+City+Geo+Hub%22+AND+tags%3A%22environment%22"", ""19"")","=HYPERLINK(""http://data.smgov.net"", ""Santa Monica Open Data"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22Santa+Monica+Open+Data%22+AND+tags%3A%22environment%22"", ""2"")","=HYPERLINK(""https://performance-lacity.data.socrata.com"", ""Performance LA"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22Performance+LA%22+AND+tags%3A%22environment%22"", ""1"")","=HYPERLINK(""https://data.lacity.org"", ""Los Angeles Open Data"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22Los+Angeles+Open+Data%22+AND+tags%3A%22environment%22"", ""1"")",,
plant,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22plant%22"", ""218"")",environment,,,"=HYPERLINK(""https://data.cnra.ca.gov"", ""California Natural Resources Agency Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Natural+Resources+Agency+Data+Portal%22+AND+tags%3A%22plant%22"", ""218"")",,,,,,,,,,
City of LA,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22City+of+LA%22"", ""205"")",,,,"=HYPERLINK(""http://geohub.lacity.org/data.json"", ""LA City Geo Hub"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22LA+City+Geo+Hub%22+AND+tags%3A%22City+of+LA%22"", ""205"")",,,,,,,,,,
BOE,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22BOE%22"", ""202"")",government-services,,,"=HYPERLINK(""http://geohub.lacity.org/data.json"", ""LA City Geo Hub"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22LA+City+Geo+Hub%22+AND+tags%3A%22BOE%22"", ""202"")",,,,,,,,,,
biota,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22biota%22"", ""202"")",environment,,,"=HYPERLINK(""https://data.cnra.ca.gov"", ""California Natural Resources Agency Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Natural+Resources+Agency+Data+Portal%22+AND+tags%3A%22biota%22"", ""202"")",,,,,,,,,,
NavigateLA,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22NavigateLA%22"", ""199"")",transportation,,,"=HYPERLINK(""http://geohub.lacity.org/data.json"", ""LA City Geo Hub"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22LA+City+Geo+Hub%22+AND+tags%3A%22NavigateLA%22"", ""199"")",,,,,,,,,,
reptiles,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22reptiles%22"", ""185"")",environment,,,"=HYPERLINK(""https://data.cnra.ca.gov"", ""California Natural Resources Agency Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Natural+Resources+Agency+Data+Portal%22+AND+tags%3A%22reptiles%22"", ""185"")",,,,,,,,,,
California,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22California%22"", ""183"")",,,,"=HYPERLINK(""https://data.cnra.ca.gov"", ""California Natural Resources Agency Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Natural+Resources+Agency+Data+Portal%22+AND+tags%3A%22California%22"", ""181"")","=HYPERLINK(""http://gisdata-scag.opendata.arcgis.com/data.json"", ""SCAG GIS Open Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22SCAG+GIS+Open+Data+Portal%22+AND+tags%3A%22California%22"", ""2"")",,,,,,,,
LMS,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22LMS%22"", ""178"")",,,,"=HYPERLINK(""http://geohub.lacity.org/data.json"", ""LA City Geo Hub"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22LA+City+Geo+Hub%22+AND+tags%3A%22LMS%22"", ""178"")",,,,,,,,,,
Points of Interest,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22Points+of+Interest%22"", ""187"")",,,,"=HYPERLINK(""http://geohub.lacity.org/data.json"", ""LA City Geo Hub"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22LA+City+Geo+Hub%22+AND+tags%3A%22Points+of+Interest%22"", ""178"")","=HYPERLINK(""http://datalb.longbeach.gov/data.json"", ""City of Long Beach Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22City+of+Long+Beach+Data+Portal%22+AND+tags%3A%22Points+of+Interest%22"", ""9"")",,,,,,,,
Location Management System,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22Location+Management+System%22"", ""178"")",,,,"=HYPERLINK(""http://geohub.lacity.org/data.json"", ""LA City Geo Hub"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22LA+City+Geo+Hub%22+AND+tags%3A%22Location+Management+System%22"", ""178"")",,,,,,,,,,
fish,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22fish%22"", ""172"")",environment,,,"=HYPERLINK(""https://data.cnra.ca.gov"", ""California Natural Resources Agency Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Natural+Resources+Agency+Data+Portal%22+AND+tags%3A%22fish%22"", ""172"")",,,,,,,,,,
locations,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22locations%22"", ""173"")",,,,"=HYPERLINK(""http://geohub.lacity.org/data.json"", ""LA City Geo Hub"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22LA+City+Geo+Hub%22+AND+tags%3A%22locations%22"", ""169"")","=HYPERLINK(""https://data.lacity.org"", ""Los Angeles Open Data"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22Los+Angeles+Open+Data%22+AND+tags%3A%22locations%22"", ""3"")","=HYPERLINK(""https://data.lacounty.gov"", ""County of Los Angeles Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22County+of+Los+Angeles+Data+Portal%22+AND+tags%3A%22locations%22"", ""1"")",,,,,,
riparian,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22riparian%22"", ""154"")",environment,,,"=HYPERLINK(""https://data.cnra.ca.gov"", ""California Natural Resources Agency Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Natural+Resources+Agency+Data+Portal%22+AND+tags%3A%22riparian%22"", ""154"")",,,,,,,,,,
wetland,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22wetland%22"", ""150"")",water,,,"=HYPERLINK(""https://data.cnra.ca.gov"", ""California Natural Resources Agency Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Natural+Resources+Agency+Data+Portal%22+AND+tags%3A%22wetland%22"", ""150"")",,,,,,,,,,
game,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22game%22"", ""144"")",,,,"=HYPERLINK(""https://data.cnra.ca.gov"", ""California Natural Resources Agency Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Natural+Resources+Agency+Data+Portal%22+AND+tags%3A%22game%22"", ""144"")",,,,,,,,,,
sensitive,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22sensitive%22"", ""143"")",,,,"=HYPERLINK(""https://data.cnra.ca.gov"", ""California Natural Resources Agency Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Natural+Resources+Agency+Data+Portal%22+AND+tags%3A%22sensitive%22"", ""143"")",,,,,,,,,,
ACE,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22ACE%22"", ""143"")",,,,"=HYPERLINK(""https://data.cnra.ca.gov"", ""California Natural Resources Agency Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Natural+Resources+Agency+Data+Portal%22+AND+tags%3A%22ACE%22"", ""143"")",,,,,,,,,,
biodiversity,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22biodiversity%22"", ""142"")",water,,,"=HYPERLINK(""https://data.cnra.ca.gov"", ""California Natural Resources Agency Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Natural+Resources+Agency+Data+Portal%22+AND+tags%3A%22biodiversity%22"", ""142"")",,,,,,,,,,
a wellrun city,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22a+wellrun+city%22"", ""142"")",,,,"=HYPERLINK(""http://geohub.lacity.org/data.json"", ""LA City Geo Hub"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22LA+City+Geo+Hub%22+AND+tags%3A%22a+wellrun+city%22"", ""142"")",,,,,,,,,,
richness,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22richness%22"", ""140"")",,,,"=HYPERLINK(""https://data.cnra.ca.gov"", ""California Natural Resources Agency Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Natural+Resources+Agency+Data+Portal%22+AND+tags%3A%22richness%22"", ""140"")",,,,,,,,,,
native,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22native%22"", ""140"")",,,,"=HYPERLINK(""https://data.cnra.ca.gov"", ""California Natural Resources Agency Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Natural+Resources+Agency+Data+Portal%22+AND+tags%3A%22native%22"", ""140"")",,,,,,,,,,
community,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22community%22"", ""151"")",community-economic-development,,,"=HYPERLINK(""https://data.cnra.ca.gov"", ""California Natural Resources Agency Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Natural+Resources+Agency+Data+Portal%22+AND+tags%3A%22community%22"", ""140"")","=HYPERLINK(""http://geohub.lacity.org/data.json"", ""LA City Geo Hub"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22LA+City+Geo+Hub%22+AND+tags%3A%22community%22"", ""7"")","=HYPERLINK(""https://controllerdata.lacity.org"", ""ControlPanel LA"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22ControlPanel+LA%22+AND+tags%3A%22community%22"", ""3"")","=HYPERLINK(""https://data.lacounty.gov"", ""County of Los Angeles Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22County+of+Los+Angeles+Data+Portal%22+AND+tags%3A%22community%22"", ""1"")",,,,
endemic,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22endemic%22"", ""140"")",,,,"=HYPERLINK(""https://data.cnra.ca.gov"", ""California Natural Resources Agency Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Natural+Resources+Agency+Data+Portal%22+AND+tags%3A%22endemic%22"", ""140"")",,,,,,,,,,
terrestrial,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22terrestrial%22"", ""140"")",environment,,,"=HYPERLINK(""https://data.cnra.ca.gov"", ""California Natural Resources Agency Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Natural+Resources+Agency+Data+Portal%22+AND+tags%3A%22terrestrial%22"", ""140"")",,,,,,,,,,
rarity,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22rarity%22"", ""140"")",,,,"=HYPERLINK(""https://data.cnra.ca.gov"", ""California Natural Resources Agency Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Natural+Resources+Agency+Data+Portal%22+AND+tags%3A%22rarity%22"", ""140"")",,,,,,,,,,
rare,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22rare%22"", ""140"")",,,,"=HYPERLINK(""https://data.cnra.ca.gov"", ""California Natural Resources Agency Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Natural+Resources+Agency+Data+Portal%22+AND+tags%3A%22rare%22"", ""140"")",,,,,,,,,,
haibtat,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22haibtat%22"", ""140"")",environment,,,"=HYPERLINK(""https://data.cnra.ca.gov"", ""California Natural Resources Agency Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Natural+Resources+Agency+Data+Portal%22+AND+tags%3A%22haibtat%22"", ""140"")",,,,,,,,,,
of,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22of%22"", ""139"")",,,,"=HYPERLINK(""https://data.cnra.ca.gov"", ""California Natural Resources Agency Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Natural+Resources+Agency+Data+Portal%22+AND+tags%3A%22of%22"", ""139"")",,,,,,,,,,
planning,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22planning%22"", ""179"")",transportation,,,"=HYPERLINK(""https://data.cnra.ca.gov"", ""California Natural Resources Agency Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Natural+Resources+Agency+Data+Portal%22+AND+tags%3A%22planning%22"", ""136"")","=HYPERLINK(""http://geohub.lacity.org/data.json"", ""LA City Geo Hub"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22LA+City+Geo+Hub%22+AND+tags%3A%22planning%22"", ""31"")","=HYPERLINK(""https://data.lacity.org"", ""Los Angeles Open Data"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22Los+Angeles+Open+Data%22+AND+tags%3A%22planning%22"", ""8"")","=HYPERLINK(""https://data.lacounty.gov"", ""County of Los Angeles Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22County+of+Los+Angeles+Data+Portal%22+AND+tags%3A%22planning%22"", ""2"")","=HYPERLINK(""https://performance-lacity.data.socrata.com"", ""Performance LA"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22Performance+LA%22+AND+tags%3A%22planning%22"", ""2"")",,
management,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22management%22"", ""135"")",,,,"=HYPERLINK(""https://data.cnra.ca.gov"", ""California Natural Resources Agency Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Natural+Resources+Agency+Data+Portal%22+AND+tags%3A%22management%22"", ""135"")",,,,,,,,,,
wonder,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22wonder%22"", ""127"")",,,,"=HYPERLINK(""https://data.cdc.gov"", ""Centers for Disease Control and Prevention Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22Centers+for+Disease+Control+and+Prevention+Data+Portal%22+AND+tags%3A%22wonder%22"", ""127"")",,,,,,,,,,
netss,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22netss%22"", ""127"")",,,,"=HYPERLINK(""https://data.cdc.gov"", ""Centers for Disease Control and Prevention Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22Centers+for+Disease+Control+and+Prevention+Data+Portal%22+AND+tags%3A%22netss%22"", ""127"")",,,,,,,,,,
nndss,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22nndss%22"", ""127"")",,,,"=HYPERLINK(""https://data.cdc.gov"", ""Centers for Disease Control and Prevention Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22Centers+for+Disease+Control+and+Prevention+Data+Portal%22+AND+tags%3A%22nndss%22"", ""127"")",,,,,,,,,,
nedss,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22nedss%22"", ""127"")",,,,"=HYPERLINK(""https://data.cdc.gov"", ""Centers for Disease Control and Prevention Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22Centers+for+Disease+Control+and+Prevention+Data+Portal%22+AND+tags%3A%22nedss%22"", ""127"")",,,,,,,,,,
amphibians,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22amphibians%22"", ""124"")",environment,,,"=HYPERLINK(""https://data.cnra.ca.gov"", ""California Natural Resources Agency Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Natural+Resources+Agency+Data+Portal%22+AND+tags%3A%22amphibians%22"", ""124"")",,,,,,,,,,
